1,0,1.3825252287,21.05456175
1,3,1.4464495957,134.2288948333
2,0,1.4392733863,41.1584919167
2,3,1.439894357,267.3586798333
4,0,1.4697417618,82.235471
4,3,1.5158380832,533.9298535
